date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:13:55	41179/41179	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2013:50:48%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_input_list	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit601f.html	(from https://www.w3schools.com/html/html_examples.asp)
22:13:56	41123/41123	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2019:43:33%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_canvas_first	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit9755.html	(from https://www.w3schools.com/html/html_examples.asp)
22:13:56	4636/4636	---M--	200	added ('OK')	image/gif	etag:%224bec136a798cf1:0%22	https://www.w3schools.com/cert/pic_html_cert_small.gif	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/cert/pic_html_cert_small.gif	(from https://www.w3schools.com/html/html_exam.asp)
22:13:57	41224/41224	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2019:15:36%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_accessibility_button	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit6047.html	(from https://www.w3schools.com/html/html_accessibility.asp)
22:13:57	41426/41426	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:25:56%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_accessibility_links	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit006f.html	(from https://www.w3schools.com/html/html_accessibility.asp)
22:13:57	6596/6596	---M--	200	added ('OK')	image/png	etag:%22aa3d2ab92086d31:0%22	https://www.w3schools.com/images/w3schools_logo.png	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/images/w3schools_logo.png	(from https://www.w3schools.com/html/tryit.asp?filename=tryhtml_default)
22:13:58	14499/14499	---M-Z	200	added ('OK')	text/css	etag:%22288d3ad6d97dd51:0%22	https://www.w3schools.com/lib/codemirror.css	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/lib/codemirror.css	(from https://www.w3schools.com/html/tryit.asp?filename=tryhtml_default)
22:13:58	445266/445266	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c92b1d8e1edd41:0%22	https://www.w3schools.com/lib/codemirror.js	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/lib/codemirror.js	(from https://www.w3schools.com/html/tryit.asp?filename=tryhtml_default)
22:13:59	5377/5377	---M-Z	200	added ('OK')	application/x-javascript	etag:%225bbdfac1deead41:0%22	https://www.w3schools.com/lib/codemirror_jsx.js	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/lib/codemirror_jsx.js	(from https://www.w3schools.com/html/tryit.asp?filename=tryhtml_default)
22:14:00	2515/2515	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Oct%202019%2020:13:34%20GMT	https://www.w3schools.com/html/POST	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/POST.1f2.delayed	(from https://www.w3schools.com/html/tryit.asp?filename=tryhtml_default)
22:14:00	1736/1736	---M--	200	added ('OK')	image/png	etag:%22bc755ede3a13d21:0%22	https://www.w3schools.com/images/driveicon.png	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/images/driveicon.png	(from https://www.w3schools.com/html/tryit.asp?filename=tryhtml_default)
22:14:00	1829/1829	---M--	200	added ('OK')	image/png	etag:%225b3edf22b8c8d21:0%22	https://www.w3schools.com/images/driveicon_32.png	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/images/driveicon_32.png	(from https://www.w3schools.com/html/tryit.asp?filename=tryhtml_default)
22:14:01	2515/2515	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Oct%202019%2020:13:36%20GMT	https://www.w3schools.com/html/GET	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/GET.1f5.delayed	(from https://www.w3schools.com/html/tryit.asp?filename=tryhtml_default)
22:14:02	12872/12872	---MC-	200	added ('OK')	application/javascript	date:Mon,%2014%20Oct%202019%2020:14:01%20GMT	https://apis.google.com/js/client.js?onload=checkAuth	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/apis.google.com/js/clientba50.js	(from https://www.w3schools.com/html/tryit.asp?filename=tryhtml_default)
22:14:02	26711/26711	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4910-6857%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.4.0/css/font-awesome.min.css	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.4.0/css/font-awesome.min.css	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:03	32577/32577	---M-Z	200	added ('OK')	text/css	etag:%22e9b64c3a3bad21:0%22	https://www.w3schools.com/w3css/3/w3.css	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/w3css/3/w3.css	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:03	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%225b2ccb7ce19c8eb295a794a229b07b4a%22	http://connect.facebook.net/nb_NO/sdk.js	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/connect.facebook.net/nb_NO/sdk.js	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:03	2515/2515	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Oct%202019%2020:13:38%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise.1fa4ec8.delayed	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:04	91138/91138	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:38%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exerciseae16.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:05	91160/91160	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:39%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise072d.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:05	91220/91220	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:39%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes4	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise918a.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:06	91432/91432	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:40%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_headings2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisee5dc.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:06	91507/91507	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:40%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_headings3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise62bf.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:06	91821/91821	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:40%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_headings4	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisea758.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:07	91156/91156	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:41%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_paragraphs2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise9bba.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:07	92130/92130	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:41%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_paragraphs3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisea598.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:08	91535/91535	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:42%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_paragraphs4	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisefee4.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:08	91135/91135	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:42%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_styles2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise1286.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:08	91116/91116	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:43%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_styles3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisea76b.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:09	91112/91112	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:43%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_styles4	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise582c.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:09	91390/91390	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:43%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_styles5	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise75c1.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:10	91570/91570	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:44%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_styles6	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise398c.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:10	91328/91328	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:44%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_formatting2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercised3e1.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:10	91137/91137	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:44%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_formatting3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisebd07.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:11	91187/91187	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:45%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_formatting4	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise2d57.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:11	91178/91178	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:45%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_formatting5	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise5eaf.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:12	92820/92820	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:46%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_quotation_elements2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercised1ac.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:12	91204/91204	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:46%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_quotation_elements3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise0b81.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:12	91357/91357	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:46%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_quotation_elements4	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisecbfb.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:13	91091/91091	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:47%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_comments2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise1281.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:13	91483/91483	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:47%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_css2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise72d2.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:14	91468/91468	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:48%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_css3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise2dbe.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:14	91686/91686	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:48%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_css4	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exerciseddc2.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:14	93385/93385	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:48%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_css5	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisebf01.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:15	92467/92467	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:49%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_css6	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise7b3b.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:15	92165/92165	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:49%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_links2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise5b8b.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:15	91245/91245	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:49%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_links3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisea0e9.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:16	91271/91271	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:50%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_links4	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise55a7.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:16	91233/91233	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:50%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_links5	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exerciseb9ac.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:17	91233/91233	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:51%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_images2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exerciseef1d.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:17	91274/91274	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:51%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_images3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise2a72.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:17	91299/91299	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:51%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_images4	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisef77a.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:18	91128/91128	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:52%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_images5	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise8ec2.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:18	91310/91310	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:52%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_images6	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise9f12.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:18	92526/92526	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:52%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_tables2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise7f6e.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:19	92466/92466	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:53%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_tables3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exerciseed08.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:19	92075/92075	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:53%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_tables4	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisecc51.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:20	93929/93929	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:53%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_tables5	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisebcc1.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:20	92503/92503	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:55%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_tables6	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise1aa7.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:20	91282/91282	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:55%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_lists2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise4a19.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:21	91337/91337	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:56%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_lists3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exerciseb134.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:21	91530/91530	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:56%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_lists4	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise4b82.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:22	91510/91510	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:56%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_lists5	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exerciseba7e.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:22	91453/91453	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:57%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_lists6	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisecfa8.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:22	91784/91784	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:57%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_classes2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise22cf.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:23	92505/92505	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:57%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_classes3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisece3b.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:23	91631/91631	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:58%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_id2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise55c7.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:23	91253/91253	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:58%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_iframe2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise0157.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:24	91152/91152	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:59%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_iframe3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise5cd9.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:24	91287/91287	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:59%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_iframe4	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisef2dd.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:24	91422/91422	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:13:59%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_scripts2	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercisecf42.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
22:14:25	91406/91406	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:14:00%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_scripts3	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exerciseae8e.html	(from https://www.w3schools.com/html/exercise.asp?filename=exercise_html_attributes1)
